key,title,published_at,days_since,pv_all,pv_monthly,pv_weekly,likes,comments,pv_per_day_all,pv_per_day_monthly,category,clusters,tag_count,eyecatch
n8acd2b1825e0,【ライバー代理店】1日の仕事内容｜実際に時間を使っているのはどこか【2026年版】,2026-08-24,10,3,3,0,1,0,0.3,0.3,agency,事務所,10,1
nd92ff86f8e9a,ライバー事務所の面談で「逆に聞くべき」質問10｜入って後悔しないための見極めチェックリスト,2026-07-14,51,3,2,0,0,0,0.059,0.067,troubleshooting,事務所|メンタル・継続,10,1
n8f217e546626,ライバー事務所の立ち上げって、集客で結局つまずくの？｜元Sランクライバーが教える、失敗しない『人の集め方』【2026年版】,2026-09-02,1,2,2,2,1,0,2.0,2.0,troubleshooting,事務所,10,1
nb56931d43385,【ライバー代理店】相談・面談で何を話すか｜信頼される受け答えの型【2026年版】,2026-08-27,7,2,2,0,0,0,0.286,0.286,agency,事務所,10,1
n76a0da65a0b3,【2026年最新】副業・在宅でできるライバー事務所の選び方｜会社にバレたくない人へ,2026-07-12,53,2,1,0,1,0,0.038,0.033,comparison,事務所|副業・両立|比較・選び方,10,1
n0830a9170fdf,初めての担当ライバーが初配信で号泣。あの夜から私が変えた、事務所運営の「トラブル対応」【2026年版】,2026-09-03,1,1,1,1,1,0,1.0,1.0,troubleshooting,新人期間|事務所,10,1
n582be31e666b,会社員がライバー代理店と両立する5つの裏側｜毎日を「無理なく」変える【2026年版】,2026-08-31,3,1,1,1,2,0,0.333,0.333,lifestyle,事務所|副業・両立,10,1
n944fb192d459,大学生ライバーの1週間の組み方｜授業・バイト・テスト期間との両立【2026年版】,2026-08-30,4,1,1,1,1,0,0.25,0.25,lifestyle,副業・両立,10,1
nba77c388cdba,専業ライバーになるタイミングの見極め方｜会社を辞める前に確認する5つ【2026年版】,2026-08-29,5,1,1,1,2,0,0.2,0.2,advanced,,10,1
nc932709431a0,【ライバー代理店】向いている人・向いていない人｜始める前に読んでほしい話【2026年版】,2026-08-25,9,1,1,0,1,0,0.111,0.111,agency,新人期間|事務所,10,1
n673be1bcfcb8,【2026年最新】大学生におすすめのライバー事務所の選び方｜授業・バイトと両立できる,2026-07-11,54,1,1,0,2,0,0.019,0.033,lifestyle,事務所|副業・両立|比較・選び方,10,1
